____________________________________________________________________
			P o w e r T O P

____________________________________________________________________
 *  *  *   System Information   *  *  *

PowerTOP Version;2.14 ran at Thu May 21 12:09:12 2026
 68.0 us/s; 0.07;;;;kWork;destroy_list_workfn
 22.7 us/s; 0.08;;;;Process;[PID 25089] docker
188.3 us/s; 0.02;;;;kWork;wb_workfn
  6.9 us/s; 0.07;;;;Interrupt;[99] fec10000.saradc
 48.4 us/s; 0.06;;;;kWork;flush_to_ldisc
  2.4 us/s; 0.07;;;;Process;[PID 224] [mali-simple-pow]
 84.3 us/s; 0.04;;;;Process;[PID 6529] /usr/share/code/code /home/orangepi/FSRCNN/sync-pilot/example/fsrcnn/logs/fsrcnn_syncpilot.txt 
 16.5 us/s; 0.07;;;;Process;[PID 939] /usr/sbin/NetworkManager --no-daemon 
 98.5 us/s; 0.03;;;;kWork;rockchip_system_monitor_thermal
178.9 us/s;;;;;Timer;led_heartbeat_function
 10.0 us/s; 0.07;;;;Timer;it_real_fn
  9.4 us/s; 0.07;;;;Process;[PID 6238] /snap/firefox/7421/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:43633 -prefMapHandle 1:276972 -
176.7 us/s;;;;;Process;[PID 22848] [kworker/6:0]
  7.3 us/s; 0.07;;;;Process;[PID 5908] /snap/firefox/7421/usr/lib/firefox/firefox /home/orangepi/FSRCNN/sync-pilot/example/fsrcnn/fsrcnn_throughput.png 
  6.5 us/s; 0.07;;;;Process;[PID 6094] /snap/firefox/7421/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37048 -prefMapHandle 1:276972 -
151.4 us/s; 0.01;;;;Process;[PID 25087] code
164.4 us/s;;;;;Timer;io_watchdog_func
 10.1 us/s; 0.06;;;;Process;[PID 5904] /snap/firefox/7421/usr/lib/firefox/firefox /home/orangepi/FSRCNN/sync-pilot/example/fsrcnn/fsrcnn_throughput.png 

____________________________________________________________________
 *  *  *   Device Power Report   *  *  *

Usage;Device Name
251.7%;CPU use
251.7%;CPU use
251.7%;CPU use
 78.4%;Display backlight
 78.4%;Display backlight
100.0%;runtime-fd7c08ec.hclk_vo1
100.0%;runtime-fdd90000.vop
100.0%;runtime-xhci-hcd.8.auto
100.0%;runtime-fd7c08dc.pclk_vo0_grf
100.0%;runtime-fd7c092c.hclk_sdio_pre
100.0%;runtime-fd7c08dc.aclk_hdcp0_pre
100.0%;USB device:  USB OPTICAL MOUSE
100.0%;Radio device: 8188eu
100.0%;USB device: xHCI Host Controller
100.0%;USB device: Asus GK1050 Gaming Keyboard
100.0%;runtime-fdd97e00.iommu
100.0%;PCI Device: Silicon Motion, Inc. SM2263EN/SM2263XT SSD Controller
100.0%;USB device: 802.11n NIC (Realtek)
100.0%;PCI Device: Rockchip Electronics Co., Ltd Device 3588
100.0%;runtime-fddf0000.i2s
100.0%;runtime-fd5dc000.syscon:usb2-phy@c000
100.0%;USB device: Generic Platform OHCI controller
100.0%;runtime-fd7c08ec.pclk_vo1_grf
100.0%;runtime-fd7c08a4.hclk_rkvdec1_pre
100.0%;runtime-fde80000.hdmi
100.0%;USB device: Generic Platform OHCI controller
100.0%;runtime-fc000000.usb
100.0%;runtime-fd7c0910.pclk_av1_pre
100.0%;runtime-fc840000.usb
100.0%;runtime-fcd00000.usb
100.0%;runtime-fc800000.usb
100.0%;runtime-fd7c08a0.aclk_rkvdec0_pre
100.0%;runtime-fd7c0910.aclk_av1_pre
100.0%;runtime-fd7c08ec.aclk_hdcp1_pre
100.0%;runtime-fd7c0868.aclk_isp1_pre
100.0%;runtime-usbhost3_0
100.0%;runtime-fd5d0000.syscon:usb2-phy@0
100.0%;runtime-fd7c08a4.aclk_rkvdec1_pre
100.0%;runtime-fde50000.dp
100.0%;runtime-fc8c0000.usb
100.0%;runtime-fd5d8000.syscon:usb2-phy@8000
100.0%;runtime-xhci-hcd.6.auto
100.0%;runtime-usbdrd3_0
100.0%;runtime-fd7c0868.hclk_isp1_pre
100.0%;runtime-fd7c08dc.hclk_vo0
100.0%;runtime-fd7c087c.hclk_nvm
100.0%;runtime-fd7c08a8.aclk_usb
100.0%;runtime-fe1c0000.ethernet
100.0%;runtime-fd7c08a0.hclk_rkvdec0_pre
100.0%;runtime-fd7c08b0.aclk_vdpu_low_pre
100.0%;runtime-fc880000.usb
100.0%;runtime-fd7c08c0.aclk_rkvenc1_pre
100.0%;runtime-fd7c08b0.aclk_jpeg_decoder_pre
100.0%;runtime-fd7c08c0.hclk_rkvenc1_pre
100.0%;runtime-fd7c08a8.hclk_usb
 53.6%;runtime-fb000000.gpu
 19.3 pkts/s;Network interface: wlx98ded0199125 (8188eu)
  0.3%;runtime-feb20000.spi
  0.0%;runtime-fdb50400.vdpu
  0.0%;runtime-fd8b0020.pwm
  0.0%;runtime-fdf66200.qos
  0.0%;runtime-fdaf0000.pvtm
  0.0%;runtime-firmware:optee
  0.0%;runtime-fdf40800.qos
  0.0%;runtime-reg-dummy
  0.0%;runtime-fdcc0000.rkisp
  0.0%;runtime-fd5a4000.syscon
  0.0%;runtime-fdbef000.iommu
  0.0%;runtime-fec90000.i2c
  0.0%;runtime-fdab0000.npu
  0.0%;runtime-fd880000.i2c
  0.0%;runtime-spi5.0
  0.0%;runtime-spi2.0
  0.0%;runtime-fdf40000.qos
  0.0%;runtime-fdf66e00.qos
  0.0%;runtime-pinctrl
  0.0%;runtime-fd58a000.syscon
  0.0%;runtime-fed60000.hdmiphy
  0.0%;runtime-rkvenc-ccu
  0.0%;runtime-fd8d8000.power-management:power-controller
  0.0%;runtime-vcc-3v3-sd-s0
  0.0%;runtime-fdf67200.qos
  0.0%;runtime-fdf40500.qos
  0.0%;runtime-fdf3e600.qos
  0.0%;runtime-fd5dc000.syscon
  0.0%;runtime-dmabuf
  0.0%;runtime-fdf64000.qos
  0.0%;runtime-display-subsystem
  0.0%;runtime-fdf60000.qos
  0.0%;runtime-fdf41100.qos
  0.0%;runtime-fiq_debugger.0
  0.0%;runtime-fec10000.saradc
  0.0%;runtime-fd5a2000.syscon
  0.0%;runtime-fdf41000.qos
  0.0%;runtime-fdbe0000.rkvenc-core
  0.0%;runtime-vcc5v0-usbdcin
  0.0%;runtime-fed60000.hdmiphy:clk-port
  0.0%;runtime-vcc-1v1-nldo-s3
  0.0%;runtime-fdf61000.qos
  0.0%;runtime-fd5e8000.syscon
  0.0%;runtime-fd104000.debug
  0.0%;runtime-fdb70000.rga
  0.0 pkts/s;Network interface: eth0 (rk_gmac-dwmac)
  0.0%;runtime-backlight
  0.0%;runtime-rk805-pwrkey.4.auto
  0.0%;runtime-adc-keys
  0.0%;runtime-fdbac800.iommu
  0.0%;runtime-fdb90480.iommu
  0.0%;runtime-feda0000.phy
  0.0%;runtime-fd5e0000.syscon
  0.0%;USB device: xHCI Host Controller
  0.0%;USB device: EHCI Host Controller
  0.0%;USB device: xHCI Host Controller
  0.0%;USB device: xHCI Host Controller
  0.0%;USB device: EHCI Host Controller
  0.0 pkts/s;nic:docker0
  0.0%;runtime-mtd_vendor_storage
  0.0%;runtime-gpio-leds
  0.0%;runtime-fdf60400.qos
  0.0%;runtime-arm-pmu
  0.0%;runtime-ff001000.sram
  0.0%;runtime-snd-soc-dummy
  0.0%;runtime-fdf35200.qos
  0.0%;runtime-fdc38700.iommu
  0.0%;runtime-fee20000.phy
  0.0%;runtime-fdf80000.qos
  0.0%;runtime-fd588000.syscon
  0.0%;runtime-fd592000.syscon
  0.0%;runtime-vcc5v0-sys
  0.0%;runtime-Fixed MDIO bus.0
  0.0%;runtime-rk806-pinctrl.3.auto
  0.0%;runtime-fdf62000.qos
  0.0%;runtime-clocks
  0.0%;runtime-fdf61400.qos
  0.0%;runtime-fdbb0000.iep
  0.0%;runtime-fdba4800.iommu
  0.0%;runtime-fdbac000.jpege-core
  0.0%;runtime-fdba8000.jpege-core
  0.0%;runtime-fdca0000.iommu
  0.0%;runtime-hdmi-audio-codec.2.auto
  0.0%;runtime-fdbd0000.rkvenc-core
  0.0%;runtime-fdf81000.qos
  0.0%;runtime-backlight_1
  0.0%;runtime-vbus5v0-typec
  0.0%;runtime-fec30000.gpio
  0.0%;runtime-fda40000.pvtm
  0.0%;runtime-fd5a0000.syscon
  0.0%;runtime-fdf72200.qos
  0.0%;runtime-fdf35600.qos
  0.0%;runtime-febd0020.pwm
  0.0%;runtime-fd5b4000.syscon
  0.0%;runtime-fdf82000.qos
  0.0%;runtime-fdcb7f00.iommu
  0.0%;runtime-febc0000.serial
  0.0%;runtime-fd5c8000.syscon
  0.0%;runtime-fec80000.i2c
  0.0%;runtime-psci
  0.0%;runtime-fd5f0000.syscon
  0.0%;runtime-fe2c0000.mmc
  0.0%;runtime-fec00000.tsadc
  0.0%;runtime-feae0000.timer
  0.0%;runtime-combophy-avdd1v8
  0.0%;runtime-fdba0800.iommu
  0.0%;runtime-fdce0800.iommu
  0.0%;runtime-fed80000.phy
  0.0%;runtime-feaf0000.watchdog
  0.0%;runtime-fdf66000.qos
  0.0%;runtime-fdf66c00.qos
  0.0%;runtime-fdb50800.iommu
  0.0%;runtime-fd590000.syscon
  0.0%;runtime-fdb60f00.iommu
  0.0%;runtime-fdb50000.vepu
  0.0%;runtime-fdf63000.qos
  0.0%;runtime-fdf3e200.qos
  0.0%;runtime-fdc38100.rkvdec-core
  0.0%;runtime-fe470000.i2s
  0.0%;runtime-fe5a0000.hwspinlock
  0.0%;runtime-cpuinfo
  0.0%;runtime-psci-cpuidle
  0.0%;runtime-fdb30000.pvtm
  0.0%;runtime-timer
  0.0%;runtime-fd5bc000.syscon
  0.0%;runtime-mpp-srv
  0.0%;runtime-regulatory.0
  0.0%;runtime-fe378000.rng
  0.0%;runtime-dw-hdmi-qp-i2s-audio.1.auto
  0.0%;runtime-fd8d8000.power-management
  0.0%;runtime-fda50000.pvtm
  0.0%;runtime-rockchip-system-monitor
  0.0%;runtime-fdce0000.rkcif
  0.0%;runtime-fda60000.pvtm
  0.0%;runtime-es8388-sound
  0.0%;runtime-combophy-avdd0v85
  0.0%;runtime-fdab9000.iommu
  0.0%;runtime-vcc12v-dcin
  0.0%;runtime-alarmtimer.7.auto
  0.0%;runtime-fdf81200.qos
  0.0%;runtime-fe2b0000.spi
  0.0%;runtime-fdb70f00.iommu
  0.0%;runtime-fdc30000.rkvdec-ccu
  0.0%;runtime-fd10c000.cspmu
  0.0%;runtime-fdf66a00.qos
  0.0%;runtime-fdf39000.qos
  0.0%;runtime-fdf3e000.qos
  0.0%;runtime-vcc3v3-pcie2x1l2
  0.0%;runtime-fdf67000.qos
  0.0%;runtime-fdcb0000.rkisp
  0.0%;runtime-fd598000.syscon
  0.0%;I2C Device (7-0014): gt9271
  0.0%;runtime-fd588000.syscon:reboot-mode
  0.0%;runtime-fdf35000.qos
  0.0%;runtime-fdb60000.rga
  0.0%;runtime-fecc0000.otp
  0.0%;runtime-fdc48700.iommu
  0.0%;runtime-rk806-regulator.5.auto
  0.0%;runtime-fdf60200.qos
  0.0%;runtime-fdf66800.qos
  0.0%;runtime-fdf40600.qos
  0.0%;runtime-fdf72400.qos
  0.0%;runtime-jpege-ccu
  0.0%;runtime-hdmi-audio-codec.0.auto
  0.0%;runtime-fe190000.pcie
  0.0%;runtime-10f000.sram
  0.0%;runtime-fec40000.gpio
  0.0%;runtime-fdf66400.qos
  0.0%;runtime-fdbdf000.iommu
  0.0%;runtime-fdba4000.jpege-core
  0.0%;runtime-fdf40200.qos
  0.0%;runtime-rockchip-suspend
  0.0%;runtime-fd5a8000.syscon
  0.0%;runtime-fe060000.dfi
  0.0%;runtime-fd5d0000.syscon
  0.0%;runtime-fd58c000.syscon
  0.0%;runtime-fec50000.gpio
  0.0%;runtime-fdb80000.rga
  0.0%;runtime-fdf70000.qos
  0.0%;runtime-serial8250
  0.0%;runtime-fd5c4000.syscon
  0.0%;runtime-fdf3e400.qos
  0.0%;runtime-fd5d8000.syscon
  0.0%;runtime-cpufreq-dt
  0.0%;runtime-fedb0000.phy
  0.0%;runtime-fdf72000.qos
  0.0%;runtime-fdf35400.qos
  0.0%;runtime-fdba0000.jpege-core
  0.0%;runtime-fdbb0800.iommu
  0.0%;runtime-hdmi0-sound
  0.0%;runtime-fd5b5000.syscon
  0.0%;runtime-110000.ramoops
  0.0%;runtime-firmware:scmi
  0.0%;runtime-fdba8800.iommu
  0.0%;runtime-fd8a0000.gpio
  0.0%;runtime-fddb0000.spdif-tx
  0.0%;runtime-fd594000.syscon
  0.0%;runtime-fe480000.i2s
  0.0%;runtime-dmc
  0.0%;runtime-fdf66600.qos
  0.0%;runtime-fdf40400.qos
  0.0%;runtime-fec20000.gpio
  0.0%;runtime-fd5ac000.syscon
  0.0%;runtime-dp0-sound
  0.0%;I2C Adapter (i2c-7): rk3x-i2c
  0.0%;runtime-fdf3d800.qos
  0.0%;runtime-fdf82200.qos
  0.0%;I2C Device (0-0042): rk8602
  0.0%;I2C Adapter (i2c-10): ddc
  0.0%;I2C Device (6-0022): fusb302
  0.0%;I2C Device (6-0010): es8388
  0.0%;I2C Adapter (i2c-6): rk3x-i2c
  0.0%;I2C Device (0-0043): rk8603
  0.0%;I2C Adapter (i2c-2): rk3x-i2c
  0.0%;I2C Device (6-0051): hym8563
  0.0%;I2C Adapter (i2c-0): rk3x-i2c
  0.0%;I2C Device (2-0014): gt9271
  0.0%;I2C Device (2-0042): rk8602
  0.0%;I2C Adapter (i2c-9): fde50000.dp
  0.0%;runtime-fee00000.phy
  0.0%;runtime-fdcc7f00.iommu
  0.0%;runtime-fdc48100.rkvdec-core
  0.0%;runtime-fdb90000.jpegd
  0.0%;runtime-feaa0000.i2c
  0.0%;runtime-fdf61200.qos
  0.0%;runtime-fd5ec000.syscon
  0.0%;runtime-fdf36000.qos
  0.0%;runtime-vcc5v0-usb
  0.0%;runtime-fiq-debugger
  0.0%;runtime-fdf71000.qos
